id,prompt,model_x,model_y,worker,winner,left,right
2563,7,19,76,116,tie,Code Llama Instruct (13B),command-light
2564,7,20,76,46,right,Code Llama Instruct (34B),command-light
2564,7,20,76,52,right,Code Llama Instruct (34B),command-light
2564,7,20,76,57,left,Code Llama Instruct (34B),command-light
2564,7,20,76,105,left,Code Llama Instruct (34B),command-light
2564,7,20,76,94,tie,Code Llama Instruct (34B),command-light
2565,7,76,18,106,tie,command-light,Code Llama Instruct (7B)
2565,7,76,18,45,left,command-light,Code Llama Instruct (7B)
2565,7,76,18,89,tie,command-light,Code Llama Instruct (7B)
2565,7,76,18,63,left,command-light,Code Llama Instruct (7B)
2566,7,9,76,94,tie,Dolly v2 (12B),command-light
2566,7,9,76,46,right,Dolly v2 (12B),command-light
2566,7,9,76,86,tie,Dolly v2 (12B),command-light
2566,7,9,76,37,tie,Dolly v2 (12B),command-light
2566,7,9,76,105,right,Dolly v2 (12B),command-light
2567,7,7,76,14,tie,Dolly v2 (3B),command-light
2567,7,7,76,116,tie,Dolly v2 (3B),command-light
2567,7,7,76,15,right,Dolly v2 (3B),command-light
2567,7,7,76,58,tie,Dolly v2 (3B),command-light
2568,7,76,8,14,tie,command-light,Dolly v2 (7B)
2568,7,76,8,116,tie,command-light,Dolly v2 (7B)
2568,7,76,8,15,left,command-light,Dolly v2 (7B)
2569,7,76,31,89,tie,command-light,Falcon Instruct (40B)
2569,7,76,31,47,tie,command-light,Falcon Instruct (40B)
2569,7,76,31,11,tie,command-light,Falcon Instruct (40B)
2569,7,76,31,4,right,command-light,Falcon Instruct (40B)
2569,7,76,31,41,right,command-light,Falcon Instruct (40B)
2570,7,76,30,14,tie,command-light,Falcon Instruct (7B)
2570,7,76,30,58,tie,command-light,Falcon Instruct (7B)
2570,7,76,30,15,left,command-light,Falcon Instruct (7B)
2570,7,76,30,116,tie,command-light,Falcon Instruct (7B)
2571,7,81,76,97,tie,GPT 3.5 Turbo,command-light
2571,7,81,76,15,right,GPT 3.5 Turbo,command-light
2572,7,82,76,96,left,GPT 3.5 Turbo (16k),command-light
2572,7,82,76,37,right,GPT 3.5 Turbo (16k),command-light
2572,7,82,76,45,left,GPT 3.5 Turbo (16k),command-light
2572,7,82,76,110,right,GPT 3.5 Turbo (16k),command-light
2572,7,82,76,19,left,GPT 3.5 Turbo (16k),command-light
2573,7,80,76,38,left,GPT 4,command-light
2573,7,80,76,47,tie,GPT 4,command-light
2573,7,80,76,85,right,GPT 4,command-light
2573,7,80,76,87,left,GPT 4,command-light
2573,7,80,76,91,left,GPT 4,command-light
2574,7,76,4,11,tie,command-light,GPT-NeoXT-Chat-Base (20B)
2574,7,76,4,41,tie,command-light,GPT-NeoXT-Chat-Base (20B)
2574,7,76,4,4,tie,command-light,GPT-NeoXT-Chat-Base (20B)
2574,7,76,4,89,tie,command-light,GPT-NeoXT-Chat-Base (20B)
2575,7,32,76,97,left,Guanaco (13B),command-light
2575,7,32,76,40,tie,Guanaco (13B),command-light
2576,7,33,76,97,right,Guanaco (33B),command-light
2576,7,33,76,70,right,Guanaco (33B),command-light
2576,7,33,76,53,tie,Guanaco (33B),command-light
2576,7,33,76,48,left,Guanaco (33B),command-light
2577,7,85,76,38,tie,Jurassic 2 Light,command-light
2577,7,85,76,85,right,Jurassic 2 Light,command-light
2577,7,85,76,91,left,Jurassic 2 Light,command-light
2577,7,85,76,107,tie,Jurassic 2 Light,command-light
2578,7,86,76,100,right,Jurassic 2 Mid,command-light
2578,7,86,76,67,left,Jurassic 2 Mid,command-light
2578,7,86,76,41,tie,Jurassic 2 Mid,command-light
2578,7,86,76,20,left,Jurassic 2 Mid,command-light
2578,7,86,76,114,tie,Jurassic 2 Mid,command-light
2579,7,87,76,41,tie,Jurassic 2 Ultra,command-light
2579,7,87,76,11,tie,Jurassic 2 Ultra,command-light
2579,7,87,76,89,tie,Jurassic 2 Ultra,command-light
2579,7,87,76,47,tie,Jurassic 2 Ultra,command-light
2580,7,76,23,117,left,command-light,Koala (13B)
2580,7,76,23,60,left,command-light,Koala (13B)
2580,7,76,23,80,tie,command-light,Koala (13B)
2580,7,76,23,67,left,command-light,Koala (13B)
2580,7,76,23,65,left,command-light,Koala (13B)
2581,7,76,22,42,tie,command-light,LLaMA 2 SFT v10 (70B)
2581,7,76,22,20,left,command-light,LLaMA 2 SFT v10 (70B)
2581,7,76,22,46,left,command-light,LLaMA 2 SFT v10 (70B)
2581,7,76,22,67,right,command-light,LLaMA 2 SFT v10 (70B)
2581,7,76,22,41,tie,command-light,LLaMA 2 SFT v10 (70B)
2582,7,16,76,38,tie,LLaMA-2-Chat (13B),command-light
2582,7,16,76,14,left,LLaMA-2-Chat (13B),command-light
2582,7,16,76,107,tie,LLaMA-2-Chat (13B),command-light
2582,7,16,76,91,left,LLaMA-2-Chat (13B),command-light
2583,7,76,17,82,right,command-light,LLaMA-2-Chat (70B)
2583,7,76,17,85,right,command-light,LLaMA-2-Chat (70B)
2583,7,76,17,64,tie,command-light,LLaMA-2-Chat (70B)
2583,7,76,17,0,left,command-light,LLaMA-2-Chat (70B)
2583,7,76,17,46,left,command-light,LLaMA-2-Chat (70B)
2584,7,76,15,14,tie,command-light,LLaMA-2-Chat (7B)
2584,7,76,15,58,tie,command-light,LLaMA-2-Chat (7B)
2584,7,76,15,115,tie,command-light,LLaMA-2-Chat (7B)
2584,7,76,15,116,right,command-light,LLaMA-2-Chat (7B)
2585,7,76,93,14,tie,command-light,Luminous Base Control
2585,7,76,93,15,left,command-light,Luminous Base Control
2585,7,76,93,58,tie,command-light,Luminous Base Control
2585,7,76,93,115,tie,command-light,Luminous Base Control
2586,7,92,76,15,right,Luminous Extended Control,command-light
2586,7,92,76,116,tie,Luminous Extended Control,command-light
2587,7,89,76,67,left,Luminous Supreme Control,command-light
2587,7,89,76,46,right,Luminous Supreme Control,command-light
2587,7,89,76,42,tie,Luminous Supreme Control,command-light
2587,7,89,76,91,right,Luminous Supreme Control,command-light
2587,7,89,76,44,left,Luminous Supreme Control,command-light
2588,7,76,28,46,left,command-light,MPT-Chat (30B)
2588,7,76,28,48,tie,command-light,MPT-Chat (30B)
2588,7,76,28,0,right,command-light,MPT-Chat (30B)
2588,7,76,28,41,tie,command-light,MPT-Chat (30B)
2588,7,76,28,1,tie,command-light,MPT-Chat (30B)
2589,7,27,76,46,right,MPT-Chat (7B),command-light
2589,7,27,76,41,tie,MPT-Chat (7B),command-light
2589,7,27,76,1,left,MPT-Chat (7B),command-light
2589,7,27,76,44,right,MPT-Chat (7B),command-light
2589,7,27,76,64,tie,MPT-Chat (7B),command-light
2590,7,76,96,42,tie,command-light,Mythalion 13B
2590,7,76,96,2,left,command-light,Mythalion 13B
2590,7,76,96,20,left,command-light,Mythalion 13B
2590,7,76,96,103,right,command-light,Mythalion 13B
2590,7,76,96,101,left,command-light,Mythalion 13B
2591,7,11,76,107,tie,MythoMax-L2 (13B),command-light
2591,7,11,76,91,tie,MythoMax-L2 (13B),command-light
2591,7,11,76,85,tie,MythoMax-L2 (13B),command-light
2591,7,11,76,47,left,MythoMax-L2 (13B),command-light
2591,7,11,76,39,tie,MythoMax-L2 (13B),command-light
2592,7,76,14,116,tie,command-light,Open-Assistant Pythia SFT-4 (12B)
2592,7,76,14,15,left,command-light,Open-Assistant Pythia SFT-4 (12B)
2593,7,13,76,42,tie,Open-Assistant StableLM SFT-7 (7B),command-light
2593,7,13,76,3,tie,Open-Assistant StableLM SFT-7 (7B),command-light
2593,7,13,76,2,right,Open-Assistant StableLM SFT-7 (7B),command-light
2593,7,13,76,20,left,Open-Assistant StableLM SFT-7 (7B),command-light
2593,7,13,76,44,left,Open-Assistant StableLM SFT-7 (7B),command-light
2594,7,76,94,52,right,command-light,PaLM 2 Bison
2594,7,76,94,46,left,command-light,PaLM 2 Bison
2594,7,76,94,86,right,command-light,PaLM 2 Bison
2594,7,76,94,23,right,command-light,PaLM 2 Bison
2594,7,76,94,37,tie,command-light,PaLM 2 Bison
2595,7,95,76,107,tie,PaLM 2 Bison (Code Chat),command-light
2595,7,95,76,28,tie,PaLM 2 Bison (Code Chat),command-light
2595,7,95,76,19,tie,PaLM 2 Bison (Code Chat),command-light
2596,7,10,76,79,right,Platypus-2 Instruct (70B),command-light
2596,7,10,76,12,left,Platypus-2 Instruct (70B),command-light
2596,7,10,76,114,tie,Platypus-2 Instruct (70B),command-light
2596,7,10,76,117,left,Platypus-2 Instruct (70B),command-light
2596,7,10,76,107,tie,Platypus-2 Instruct (70B),command-light
2597,7,76,2,38,tie,command-light,Pythia-Chat-Base (7B)
2597,7,76,2,20,left,command-light,Pythia-Chat-Base (7B)
2597,7,76,2,14,tie,command-light,Pythia-Chat-Base (7B)
2597,7,76,2,107,tie,command-light,Pythia-Chat-Base (7B)
2598,7,6,76,91,left,Qwen-Chat (7B),command-light
2598,7,6,76,107,tie,Qwen-Chat (7B),command-light
2598,7,6,76,14,tie,Qwen-Chat (7B),command-light
2598,7,6,76,38,tie,Qwen-Chat (7B),command-light
2599,7,76,99,70,left,command-light,ReMM SLERP L2 13B
2599,7,76,99,15,left,command-light,ReMM SLERP L2 13B
2599,7,76,99,92,right,command-light,ReMM SLERP L2 13B
2600,7,76,1,11,tie,command-light,RedPajama-INCITE Chat (3B)
2600,7,76,1,85,left,command-light,RedPajama-INCITE Chat (3B)
2600,7,76,1,22,left,command-light,RedPajama-INCITE Chat (3B)
2600,7,76,1,47,right,command-light,RedPajama-INCITE Chat (3B)
2601,7,76,3,116,tie,command-light,RedPajama-INCITE Chat (7B)
2601,7,76,3,97,left,command-light,RedPajama-INCITE Chat (7B)
2601,7,76,3,15,left,command-light,RedPajama-INCITE Chat (7B)
2602,7,76,12,85,left,command-light,StarCoderChat Alpha (16B)
2602,7,76,12,11,tie,command-light,StarCoderChat Alpha (16B)
2602,7,76,12,47,tie,command-light,StarCoderChat Alpha (16B)
2603,7,25,76,33,left,Vicuna v1.3 (13B),command-light
2603,7,25,76,109,right,Vicuna v1.3 (13B),command-light
2603,7,25,76,59,left,Vicuna v1.3 (13B),command-light
2603,7,25,76,107,tie,Vicuna v1.3 (13B),command-light
2604,7,24,76,85,right,Vicuna v1.3 (7B),command-light
2604,7,24,76,44,left,Vicuna v1.3 (7B),command-light
2604,7,24,76,42,tie,Vicuna v1.3 (7B),command-light
2604,7,24,76,113,right,Vicuna v1.3 (7B),command-light
2604,7,24,76,74,left,Vicuna v1.3 (7B),command-light
2605,7,26,76,107,tie,Vicuna v1.5 (13B),command-light
2605,7,26,76,14,tie,Vicuna v1.5 (13B),command-light
2605,7,26,76,38,left,Vicuna v1.5 (13B),command-light
2605,7,26,76,91,left,Vicuna v1.5 (13B),command-light
2606,7,76,21,20,left,command-light,Vicuna-FastChat-T5 (3B)
2606,7,76,21,46,left,command-light,Vicuna-FastChat-T5 (3B)
2606,7,76,21,2,left,command-light,Vicuna-FastChat-T5 (3B)
2606,7,76,21,42,tie,command-light,Vicuna-FastChat-T5 (3B)
2606,7,76,21,41,tie,command-light,Vicuna-FastChat-T5 (3B)
2607,7,76,75,17,left,command-light,command
2607,7,76,75,41,tie,command-light,command
2607,7,76,75,114,tie,command-light,command
2607,7,76,75,9,tie,command-light,command
2607,7,76,75,67,tie,command-light,command
2608,7,29,88,28,left,Alpaca (7B),Luminous Supreme
2608,7,29,88,19,left,Alpaca (7B),Luminous Supreme
2608,7,29,88,37,tie,Alpaca (7B),Luminous Supreme
2608,7,29,88,123,left,Alpaca (7B),Luminous Supreme
2609,7,5,88,46,left,Chronos Hermes (13B),Luminous Supreme
2609,7,5,88,59,left,Chronos Hermes (13B),Luminous Supreme
2609,7,5,88,28,left,Chronos Hermes (13B),Luminous Supreme
2609,7,5,88,55,right,Chronos Hermes (13B),Luminous Supreme
2610,7,101,88,58,tie,Claude v1,Luminous Supreme
2610,7,101,88,15,left,Claude v1,Luminous Supreme
2610,7,101,88,68,tie,Claude v1,Luminous Supreme
2611,7,88,100,15,tie,Luminous Supreme,Claude v1.2
2611,7,88,100,14,tie,Luminous Supreme,Claude v1.2
2612,7,84,88,93,tie,Claude v2,Luminous Supreme
2612,7,84,88,107,tie,Claude v2,Luminous Supreme
2612,7,84,88,91,left,Claude v2,Luminous Supreme
2612,7,84,88,38,left,Claude v2,Luminous Supreme
2612,7,84,88,20,left,Claude v2,Luminous Supreme
2613,7,19,88,19,left,Code Llama Instruct (13B),Luminous Supreme
2613,7,19,88,23,left,Code Llama Instruct (13B),Luminous Supreme
2613,7,19,88,13,left,Code Llama Instruct (13B),Luminous Supreme
2613,7,19,88,110,left,Code Llama Instruct (13B),Luminous Supreme
2613,7,19,88,37,right,Code Llama Instruct (13B),Luminous Supreme
2614,7,88,20,20,left,Luminous Supreme,Code Llama Instruct (34B)
2614,7,88,20,38,tie,Luminous Supreme,Code Llama Instruct (34B)
2614,7,88,20,107,tie,Luminous Supreme,Code Llama Instruct (34B)
2614,7,88,20,91,tie,Luminous Supreme,Code Llama Instruct (34B)
2615,7,88,18,121,right,Luminous Supreme,Code Llama Instruct (7B)
2615,7,88,18,42,tie,Luminous Supreme,Code Llama Instruct (7B)
2615,7,88,18,41,tie,Luminous Supreme,Code Llama Instruct (7B)
2615,7,88,18,113,left,Luminous Supreme,Code Llama Instruct (7B)
2615,7,88,18,82,tie,Luminous Supreme,Code Llama Instruct (7B)
2616,7,88,9,121,left,Luminous Supreme,Dolly v2 (12B)
2616,7,88,9,3,left,Luminous Supreme,Dolly v2 (12B)
2616,7,88,9,46,tie,Luminous Supreme,Dolly v2 (12B)
2616,7,88,9,44,right,Luminous Supreme,Dolly v2 (12B)
2616,7,88,9,42,tie,Luminous Supreme,Dolly v2 (12B)
2617,7,88,7,20,left,Luminous Supreme,Dolly v2 (3B)
2617,7,88,7,114,tie,Luminous Supreme,Dolly v2 (3B)
2617,7,88,7,35,left,Luminous Supreme,Dolly v2 (3B)
2617,7,88,7,67,tie,Luminous Supreme,Dolly v2 (3B)
2618,7,31,88,15,tie,Falcon Instruct (40B),Luminous Supreme
2618,7,31,88,40,left,Falcon Instruct (40B),Luminous Supreme
2618,7,31,88,55,right,Falcon Instruct (40B),Luminous Supreme
2618,7,31,88,116,tie,Falcon Instruct (40B),Luminous Supreme
2619,7,88,30,53,tie,Luminous Supreme,Falcon Instruct (7B)
2619,7,88,30,70,tie,Luminous Supreme,Falcon Instruct (7B)
2619,7,88,30,97,right,Luminous Supreme,Falcon Instruct (7B)
2620,7,81,88,41,left,GPT 3.5 Turbo,Luminous Supreme
2620,7,81,88,91,left,GPT 3.5 Turbo,Luminous Supreme
2620,7,81,88,44,left,GPT 3.5 Turbo,Luminous Supreme
2620,7,81,88,42,tie,GPT 3.5 Turbo,Luminous Supreme
2620,7,81,88,12,left,GPT 3.5 Turbo,Luminous Supreme
2621,7,88,82,15,tie,Luminous Supreme,GPT 3.5 Turbo (16k)
2622,7,80,88,42,tie,GPT 4,Luminous Supreme
2622,7,80,88,67,left,GPT 4,Luminous Supreme
2622,7,80,88,20,left,GPT 4,Luminous Supreme
2622,7,80,88,80,left,GPT 4,Luminous Supreme
2622,7,80,88,120,left,GPT 4,Luminous Supreme
2623,7,88,4,20,left,Luminous Supreme,GPT-NeoXT-Chat-Base (20B)
2623,7,88,4,107,tie,Luminous Supreme,GPT-NeoXT-Chat-Base (20B)
2623,7,88,4,56,right,Luminous Supreme,GPT-NeoXT-Chat-Base (20B)
2623,7,88,4,38,tie,Luminous Supreme,GPT-NeoXT-Chat-Base (20B)
2623,7,88,4,93,tie,Luminous Supreme,GPT-NeoXT-Chat-Base (20B)
2624,7,88,33,97,right,Luminous Supreme,Guanaco (33B)
2624,7,88,33,40,right,Luminous Supreme,Guanaco (33B)
2624,7,88,33,70,right,Luminous Supreme,Guanaco (33B)
2624,7,88,33,92,right,Luminous Supreme,Guanaco (33B)
2625,7,86,88,85,left,Jurassic 2 Mid,Luminous Supreme
2625,7,86,88,91,left,Jurassic 2 Mid,Luminous Supreme
2625,7,86,88,107,tie,Jurassic 2 Mid,Luminous Supreme
2625,7,86,88,47,tie,Jurassic 2 Mid,Luminous Supreme
2625,7,86,88,87,left,Jurassic 2 Mid,Luminous Supreme
2626,7,88,87,53,right,Luminous Supreme,Jurassic 2 Ultra
2626,7,88,87,48,tie,Luminous Supreme,Jurassic 2 Ultra
2626,7,88,87,70,tie,Luminous Supreme,Jurassic 2 Ultra
2626,7,88,87,97,right,Luminous Supreme,Jurassic 2 Ultra
2627,7,88,23,116,tie,Luminous Supreme,Koala (13B)
2627,7,88,23,40,tie,Luminous Supreme,Koala (13B)
2628,7,88,22,77,left,Luminous Supreme,LLaMA 2 SFT v10 (70B)
2628,7,88,22,12,right,Luminous Supreme,LLaMA 2 SFT v10 (70B)
2628,7,88,22,46,right,Luminous Supreme,LLaMA 2 SFT v10 (70B)
2628,7,88,22,67,right,Luminous Supreme,LLaMA 2 SFT v10 (70B)
2628,7,88,22,42,tie,Luminous Supreme,LLaMA 2 SFT v10 (70B)
2629,7,88,16,89,tie,Luminous Supreme,LLaMA-2-Chat (13B)
2629,7,88,16,116,left,Luminous Supreme,LLaMA-2-Chat (13B)
2629,7,88,16,41,tie,Luminous Supreme,LLaMA-2-Chat (13B)
2629,7,88,16,11,tie,Luminous Supreme,LLaMA-2-Chat (13B)
2629,7,88,16,47,tie,Luminous Supreme,LLaMA-2-Chat (13B)
2630,7,17,88,41,tie,LLaMA-2-Chat (70B),Luminous Supreme
2630,7,17,88,20,left,LLaMA-2-Chat (70B),Luminous Supreme
2630,7,17,88,67,left,LLaMA-2-Chat (70B),Luminous Supreme
2630,7,17,88,3,right,LLaMA-2-Chat (70B),Luminous Supreme
2630,7,17,88,31,left,LLaMA-2-Chat (70B),Luminous Supreme
2631,7,88,93,6,tie,Luminous Supreme,Luminous Base Control
2631,7,88,93,89,tie,Luminous Supreme,Luminous Base Control
2631,7,88,93,110,right,Luminous Supreme,Luminous Base Control
2631,7,88,93,13,tie,Luminous Supreme,Luminous Base Control
2632,7,88,92,41,tie,Luminous Supreme,Luminous Extended Control
2632,7,88,92,110,right,Luminous Supreme,Luminous Extended Control
2632,7,88,92,89,tie,Luminous Supreme,Luminous Extended Control
2633,7,83,34,15,right,Claude Instant v1,Guanaco (65B)
2633,7,83,34,116,right,Claude Instant v1,Guanaco (65B)
2634,7,7,34,47,tie,Dolly v2 (3B),Guanaco (65B)
2634,7,7,34,99,right,Dolly v2 (3B),Guanaco (65B)
2634,7,7,34,85,right,Dolly v2 (3B),Guanaco (65B)
2634,7,7,34,38,left,Dolly v2 (3B),Guanaco (65B)
2634,7,7,34,107,tie,Dolly v2 (3B),Guanaco (65B)
2635,7,34,8,91,tie,Guanaco (65B),Dolly v2 (7B)
2635,7,34,8,38,tie,Guanaco (65B),Dolly v2 (7B)
2635,7,34,8,107,tie,Guanaco (65B),Dolly v2 (7B)
2635,7,34,8,20,left,Guanaco (65B),Dolly v2 (7B)
2636,7,7,91,33,tie,Dolly v2 (3B),Luminous Base
2636,7,7,91,110,right,Dolly v2 (3B),Luminous Base
2636,7,7,91,23,tie,Dolly v2 (3B),Luminous Base
2636,7,7,91,46,tie,Dolly v2 (3B),Luminous Base
2637,7,91,32,91,right,Luminous Base,Guanaco (13B)
2637,7,91,32,98,tie,Luminous Base,Guanaco (13B)
2637,7,91,32,79,left,Luminous Base,Guanaco (13B)
2637,7,91,32,67,tie,Luminous Base,Guanaco (13B)
2637,7,91,32,20,left,Luminous Base,Guanaco (13B)
2638,7,23,91,20,left,Koala (13B),Luminous Base
2638,7,23,91,12,right,Koala (13B),Luminous Base
2638,7,23,91,98,tie,Koala (13B),Luminous Base
2638,7,23,91,107,tie,Koala (13B),Luminous Base
2638,7,23,91,41,tie,Koala (13B),Luminous Base
2639,7,91,15,48,right,Luminous Base,LLaMA-2-Chat (7B)
2639,7,91,15,70,right,Luminous Base,LLaMA-2-Chat (7B)
2639,7,91,15,55,left,Luminous Base,LLaMA-2-Chat (7B)
2639,7,91,15,87,right,Luminous Base,LLaMA-2-Chat (7B)
2639,7,91,15,97,right,Luminous Base,LLaMA-2-Chat (7B)
2640,7,90,7,15,left,Luminous Extended,Dolly v2 (3B)
2640,7,90,7,116,tie,Luminous Extended,Dolly v2 (3B)
2641,7,90,23,14,tie,Luminous Extended,Koala (13B)
2641,7,90,23,15,tie,Luminous Extended,Koala (13B)
2641,7,90,23,116,tie,Luminous Extended,Koala (13B)
2642,7,7,89,97,right,Dolly v2 (3B),Luminous Supreme Control
2642,7,7,89,55,right,Dolly v2 (3B),Luminous Supreme Control
2642,7,7,89,15,right,Dolly v2 (3B),Luminous Supreme Control
2643,7,85,34,44,left,Jurassic 2 Light,Guanaco (65B)
2643,7,85,34,34,right,Jurassic 2 Light,Guanaco (65B)
2643,7,85,34,42,tie,Jurassic 2 Light,Guanaco (65B)
2643,7,85,34,3,left,Jurassic 2 Light,Guanaco (65B)
2643,7,85,34,41,tie,Jurassic 2 Light,Guanaco (65B)
2644,7,34,1,82,left,Guanaco (65B),RedPajama-INCITE Chat (3B)
2644,7,34,1,44,right,Guanaco (65B),RedPajama-INCITE Chat (3B)
2644,7,34,1,46,left,Guanaco (65B),RedPajama-INCITE Chat (3B)
2644,7,34,1,0,tie,Guanaco (65B),RedPajama-INCITE Chat (3B)
2644,7,34,1,64,tie,Guanaco (65B),RedPajama-INCITE Chat (3B)
2645,7,13,91,118,tie,Open-Assistant StableLM SFT-7 (7B),Luminous Base
2645,7,13,91,20,left,Open-Assistant StableLM SFT-7 (7B),Luminous Base
2645,7,13,91,67,tie,Open-Assistant StableLM SFT-7 (7B),Luminous Base
2645,7,13,91,41,tie,Open-Assistant StableLM SFT-7 (7B),Luminous Base
2645,7,13,91,12,tie,Open-Assistant StableLM SFT-7 (7B),Luminous Base
2646,7,88,13,23,tie,Luminous Supreme,Open-Assistant StableLM SFT-7 (7B)
2646,7,88,13,56,tie,Luminous Supreme,Open-Assistant StableLM SFT-7 (7B)
2646,7,88,13,110,left,Luminous Supreme,Open-Assistant StableLM SFT-7 (7B)
2646,7,88,13,89,tie,Luminous Supreme,Open-Assistant StableLM SFT-7 (7B)
2646,7,88,13,37,tie,Luminous Supreme,Open-Assistant StableLM SFT-7 (7B)
2647,7,91,27,44,right,Luminous Base,MPT-Chat (7B)
2647,7,91,27,91,right,Luminous Base,MPT-Chat (7B)
2647,7,91,27,42,left,Luminous Base,MPT-Chat (7B)
2647,7,91,27,67,tie,Luminous Base,MPT-Chat (7B)
2647,7,91,27,3,left,Luminous Base,MPT-Chat (7B)
2648,7,10,91,14,tie,Platypus-2 Instruct (70B),Luminous Base
2648,7,10,91,58,tie,Platypus-2 Instruct (70B),Luminous Base
2648,7,10,91,15,tie,Platypus-2 Instruct (70B),Luminous Base
2649,7,91,75,11,tie,Luminous Base,command
2649,7,91,75,22,tie,Luminous Base,command
2649,7,91,75,47,tie,Luminous Base,command
2649,7,91,75,41,tie,Luminous Base,command
2650,7,98,75,114,tie,Weaver 12k,command
2650,7,98,75,67,tie,Weaver 12k,command
2650,7,98,75,12,right,Weaver 12k,command
2650,7,98,75,20,left,Weaver 12k,command
2650,7,98,75,91,right,Weaver 12k,command
2651,7,28,88,38,tie,MPT-Chat (30B),Luminous Supreme
2651,7,28,88,20,left,MPT-Chat (30B),Luminous Supreme
2651,7,28,88,107,tie,MPT-Chat (30B),Luminous Supreme
2651,7,28,88,56,tie,MPT-Chat (30B),Luminous Supreme
2652,7,88,96,65,left,Luminous Supreme,Mythalion 13B
2652,7,88,96,20,left,Luminous Supreme,Mythalion 13B
2652,7,88,96,67,right,Luminous Supreme,Mythalion 13B
2652,7,88,96,117,left,Luminous Supreme,Mythalion 13B
2652,7,88,96,107,tie,Luminous Supreme,Mythalion 13B
2653,7,11,88,48,left,MythoMax-L2 (13B),Luminous Supreme
2653,7,11,88,70,tie,MythoMax-L2 (13B),Luminous Supreme
2653,7,11,88,97,left,MythoMax-L2 (13B),Luminous Supreme
2654,7,88,14,12,right,Luminous Supreme,Open-Assistant Pythia SFT-4 (12B)
2654,7,88,14,114,tie,Luminous Supreme,Open-Assistant Pythia SFT-4 (12B)
2654,7,88,14,20,left,Luminous Supreme,Open-Assistant Pythia SFT-4 (12B)
2654,7,88,14,67,tie,Luminous Supreme,Open-Assistant Pythia SFT-4 (12B)
2654,7,88,14,107,tie,Luminous Supreme,Open-Assistant Pythia SFT-4 (12B)
2655,7,94,88,56,left,PaLM 2 Bison,Luminous Supreme
2655,7,94,88,45,left,PaLM 2 Bison,Luminous Supreme
2655,7,94,88,89,left,PaLM 2 Bison,Luminous Supreme
2655,7,94,88,37,tie,PaLM 2 Bison,Luminous Supreme
2655,7,94,88,105,tie,PaLM 2 Bison,Luminous Supreme
2656,7,88,95,55,left,Luminous Supreme,PaLM 2 Bison (Code Chat)
2656,7,88,95,15,right,Luminous Supreme,PaLM 2 Bison (Code Chat)
2656,7,88,95,116,tie,Luminous Supreme,PaLM 2 Bison (Code Chat)
2657,7,88,2,25,right,Luminous Supreme,Pythia-Chat-Base (7B)
2657,7,88,2,41,tie,Luminous Supreme,Pythia-Chat-Base (7B)
2657,7,88,2,42,tie,Luminous Supreme,Pythia-Chat-Base (7B)
2657,7,88,2,103,right,Luminous Supreme,Pythia-Chat-Base (7B)
2657,7,88,2,44,tie,Luminous Supreme,Pythia-Chat-Base (7B)
2658,7,88,6,114,tie,Luminous Supreme,Qwen-Chat (7B)
2658,7,88,6,20,left,Luminous Supreme,Qwen-Chat (7B)
2658,7,88,6,12,right,Luminous Supreme,Qwen-Chat (7B)
2658,7,88,6,91,right,Luminous Supreme,Qwen-Chat (7B)
2659,7,88,99,116,tie,Luminous Supreme,ReMM SLERP L2 13B
2659,7,88,99,15,tie,Luminous Supreme,ReMM SLERP L2 13B
2659,7,88,99,58,tie,Luminous Supreme,ReMM SLERP L2 13B
2659,7,88,99,14,tie,Luminous Supreme,ReMM SLERP L2 13B
2660,7,88,3,48,right,Luminous Supreme,RedPajama-INCITE Chat (7B)
2660,7,88,3,85,right,Luminous Supreme,RedPajama-INCITE Chat (7B)
2660,7,88,3,33,tie,Luminous Supreme,RedPajama-INCITE Chat (7B)
2660,7,88,3,19,tie,Luminous Supreme,RedPajama-INCITE Chat (7B)
2660,7,88,3,109,right,Luminous Supreme,RedPajama-INCITE Chat (7B)
2661,7,88,12,15,tie,Luminous Supreme,StarCoderChat Alpha (16B)
2661,7,88,12,14,tie,Luminous Supreme,StarCoderChat Alpha (16B)
2661,7,88,12,58,tie,Luminous Supreme,StarCoderChat Alpha (16B)
2661,7,88,12,116,tie,Luminous Supreme,StarCoderChat Alpha (16B)
2661,7,88,12,83,tie,Luminous Supreme,StarCoderChat Alpha (16B)
2662,7,88,25,15,tie,Luminous Supreme,Vicuna v1.3 (13B)
2662,7,88,25,116,right,Luminous Supreme,Vicuna v1.3 (13B)
2662,7,88,25,14,tie,Luminous Supreme,Vicuna v1.3 (13B)
2663,7,88,24,67,tie,Luminous Supreme,Vicuna v1.3 (7B)
2663,7,88,24,41,tie,Luminous Supreme,Vicuna v1.3 (7B)
2663,7,88,24,117,left,Luminous Supreme,Vicuna v1.3 (7B)
2663,7,88,24,20,left,Luminous Supreme,Vicuna v1.3 (7B)
2664,7,26,88,82,left,Vicuna v1.5 (13B),Luminous Supreme
2664,7,26,88,89,left,Vicuna v1.5 (13B),Luminous Supreme
2664,7,26,88,10,left,Vicuna v1.5 (13B),Luminous Supreme
2664,7,26,88,48,left,Vicuna v1.5 (13B),Luminous Supreme
2664,7,26,88,0,left,Vicuna v1.5 (13B),Luminous Supreme
2665,7,21,88,15,tie,Vicuna-FastChat-T5 (3B),Luminous Supreme
